Rf	Ru	eps	epsp	RERHO	IMRHO	alpha_f	alpha_u	delta_f	delta_u	status
0.12	0.05	0.01	0.1	0.6	25.010858	1.3948e-08	2.6640e-11	6.3494e-14	1.4026e-14	VISIBLE
0.12	0.05	0.1	0.01	0.6	25.010858	1.3948e-08	2.6640e-11	5.8299e-13	1.5276e-15	VISIBLE
0.12	0.05	0.1	0.1	0.6	25.010858	1.3948e-08	2.6640e-11	5.8299e-13	1.4026e-14	VISIBLE
0.12	0.08	0.01	0.01	0.6	25.010858	1.3948e-08	7.4843e-10	6.3494e-14	1.6727e-14	VISIBLE
0.12	0.08	0.01	0.1	0.6	25.010858	1.3948e-08	7.4843e-10	6.3494e-14	1.5359e-13	VISIBLE
0.12	0.08	0.1	0.01	0.6	25.010858	1.3948e-08	7.4843e-10	5.8299e-13	1.6727e-14	VISIBLE
0.12	0.08	0.1	0.1	0.6	25.010858	1.3948e-08	7.4843e-10	5.8299e-13	1.5359e-13	VISIBLE
0.12	0.12	0.01	0.01	0.6	25.010858	1.3948e-08	1.3948e-08	6.3494e-14	6.3494e-14	VISIBLE
0.12	0.12	0.01	0.1	0.6	25.010858	1.3948e-08	1.3948e-08	6.3494e-14	5.8299e-13	VISIBLE
0.12	0.12	0.1	0.01	0.6	25.010858	1.3948e-08	1.3948e-08	5.8299e-13	6.3494e-14	VISIBLE
0.12	0.12	0.1	0.1	0.6	25.010858	1.3948e-08	1.3948e-08	5.8299e-13	5.8299e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.6	25.010858	1.3948e-08	2.0114e-07	6.3494e-14	7.8851e-14	VISIBLE
0.12	0.1732	0.01	0.1	0.6	25.010858	1.3948e-08	2.0114e-07	6.3494e-14	7.2399e-13	VISIBLE
0.12	0.1732	0.1	0.01	0.6	25.010858	1.3948e-08	2.0114e-07	5.8299e-13	7.8851e-14	VISIBLE
0.12	0.1732	0.1	0.1	0.6	25.010858	1.3948e-08	2.0114e-07	5.8299e-13	7.2399e-13	VISIBLE
0.1732	0.05	0.01	0.01	0.6	25.010858	2.0114e-07	2.6640e-11	7.8851e-14	1.5276e-15	TESTED
0.1732	0.05	0.01	0.1	0.6	25.010858	2.0114e-07	2.6640e-11	7.8851e-14	1.4026e-14	VISIBLE
0.1732	0.05	0.1	0.01	0.6	25.010858	2.0114e-07	2.6640e-11	7.2399e-13	1.5276e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.6	25.010858	2.0114e-07	2.6640e-11	7.2399e-13	1.4026e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.6	25.010858	2.0114e-07	7.4843e-10	7.8851e-14	1.6727e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.6	25.010858	2.0114e-07	7.4843e-10	7.8851e-14	1.5359e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.6	25.010858	2.0114e-07	7.4843e-10	7.2399e-13	1.6727e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.6	25.010858	2.0114e-07	7.4843e-10	7.2399e-13	1.5359e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.6	25.010858	2.0114e-07	1.3948e-08	7.8851e-14	6.3494e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.6	25.010858	2.0114e-07	1.3948e-08	7.8851e-14	5.8299e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.6	25.010858	2.0114e-07	1.3948e-08	7.2399e-13	6.3494e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.6	25.010858	2.0114e-07	1.3948e-08	7.2399e-13	5.8299e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.6	25.010858	2.0114e-07	2.0114e-07	7.8851e-14	7.8851e-14	VISIBLE
0.1732	0.1732	0.01	0.1	0.6	25.010858	2.0114e-07	2.0114e-07	7.8851e-14	7.2399e-13	VISIBLE
0.1732	0.1732	0.1	0.01	0.6	25.010858	2.0114e-07	2.0114e-07	7.2399e-13	7.8851e-14	VISIBLE
0.1732	0.1732	0.1	0.1	0.6	25.010858	2.0114e-07	2.0114e-07	7.2399e-13	7.2399e-13	VISIBLE
0.02	0.02	0.01	0.01	0.6	25.010858	4.2573e-14	4.2573e-14	4.8122e-18	4.8122e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.6	25.010858	4.2573e-14	4.2573e-14	4.8122e-18	4.4185e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.6	25.010858	4.2573e-14	4.2573e-14	4.4185e-17	4.8122e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.6	25.010858	4.2573e-14	4.2573e-14	4.4185e-17	4.4185e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.6	25.010858	2.6640e-11	4.2573e-14	1.5276e-15	4.8122e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.6	25.010858	2.6640e-11	4.2573e-14	1.5276e-15	4.4185e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.6	25.010858	2.6640e-11	4.2573e-14	1.4026e-14	4.8122e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.6	25.010858	2.6640e-11	4.2573e-14	1.4026e-14	4.4185e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.6	25.010858	7.4843e-10	4.2573e-14	1.6727e-14	4.8122e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.6	25.010858	7.4843e-10	4.2573e-14	1.6727e-14	4.4185e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.6	25.010858	7.4843e-10	4.2573e-14	1.5359e-13	4.8122e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.6	25.010858	7.4843e-10	4.2573e-14	1.5359e-13	4.4185e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.6	25.010858	1.3948e-08	4.2573e-14	6.3494e-14	4.8122e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.6	25.010858	1.3948e-08	4.2573e-14	6.3494e-14	4.4185e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.6	25.010858	1.3948e-08	4.2573e-14	5.8299e-13	4.8122e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.6	25.010858	1.3948e-08	4.2573e-14	5.8299e-13	4.4185e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.6	25.010858	2.0114e-07	4.2573e-14	7.8851e-14	4.8122e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.6	25.010858	2.0114e-07	4.2573e-14	7.8851e-14	4.4185e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.6	25.010858	2.0114e-07	4.2573e-14	7.2399e-13	4.8122e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.6	25.010858	2.0114e-07	4.2573e-14	7.2399e-13	4.4185e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.55	25.010858	2.6640e-11	2.6640e-11	1.5277e-15	1.5277e-15	VISIBLE
0.05	0.05	0.01	0.1	0.55	25.010858	2.6640e-11	2.6640e-11	1.5277e-15	1.4027e-14	VISIBLE
0.05	0.05	0.1	0.01	0.55	25.010858	2.6640e-11	2.6640e-11	1.4027e-14	1.5277e-15	VISIBLE
0.05	0.05	0.1	0.1	0.55	25.010858	2.6640e-11	2.6640e-11	1.4027e-14	1.4027e-14	VISIBLE
0.05	0.08	0.01	0.01	0.55	25.010858	2.6640e-11	7.4844e-10	1.5277e-15	1.6730e-14	VISIBLE
0.05	0.08	0.01	0.1	0.55	25.010858	2.6640e-11	7.4844e-10	1.5277e-15	1.5361e-13	VISIBLE
0.05	0.08	0.1	0.01	0.55	25.010858	2.6640e-11	7.4844e-10	1.4027e-14	1.6730e-14	VISIBLE
0.05	0.08	0.1	0.1	0.55	25.010858	2.6640e-11	7.4844e-10	1.4027e-14	1.5361e-13	VISIBLE
0.05	0.12	0.01	0.01	0.55	25.010858	2.6640e-11	1.3949e-08	1.5277e-15	6.3513e-14	VISIBLE
0.05	0.12	0.01	0.1	0.55	25.010858	2.6640e-11	1.3949e-08	1.5277e-15	5.8316e-13	VISIBLE
0.05	0.12	0.1	0.01	0.55	25.010858	2.6640e-11	1.3949e-08	1.4027e-14	6.3513e-14	VISIBLE
0.05	0.12	0.1	0.1	0.55	25.010858	2.6640e-11	1.3949e-08	1.4027e-14	5.8316e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.55	25.010858	2.6640e-11	2.0119e-07	1.5277e-15	7.8901e-14	VISIBLE
0.05	0.1732	0.01	0.1	0.55	25.010858	2.6640e-11	2.0119e-07	1.5277e-15	7.2445e-13	VISIBLE
0.05	0.1732	0.1	0.01	0.55	25.010858	2.6640e-11	2.0119e-07	1.4027e-14	7.8901e-14	VISIBLE
0.05	0.1732	0.1	0.1	0.55	25.010858	2.6640e-11	2.0119e-07	1.4027e-14	7.2445e-13	VISIBLE
0.08	0.05	0.01	0.01	0.55	25.010858	7.4844e-10	2.6640e-11	1.6730e-14	1.5277e-15	VISIBLE
0.08	0.05	0.01	0.1	0.55	25.010858	7.4844e-10	2.6640e-11	1.6730e-14	1.4027e-14	VISIBLE
0.08	0.05	0.1	0.01	0.55	25.010858	7.4844e-10	2.6640e-11	1.5361e-13	1.5277e-15	VISIBLE
0.08	0.05	0.1	0.1	0.55	25.010858	7.4844e-10	2.6640e-11	1.5361e-13	1.4027e-14	VISIBLE
0.08	0.08	0.01	0.01	0.55	25.010858	7.4844e-10	7.4844e-10	1.6730e-14	1.6730e-14	VISIBLE
0.08	0.08	0.01	0.1	0.55	25.010858	7.4844e-10	7.4844e-10	1.6730e-14	1.5361e-13	VISIBLE
0.08	0.08	0.1	0.01	0.55	25.010858	7.4844e-10	7.4844e-10	1.5361e-13	1.6730e-14	VISIBLE
0.08	0.08	0.1	0.1	0.55	25.010858	7.4844e-10	7.4844e-10	1.5361e-13	1.5361e-13	VISIBLE
0.08	0.12	0.01	0.01	0.55	25.010858	7.4844e-10	1.3949e-08	1.6730e-14	6.3513e-14	VISIBLE
0.08	0.12	0.01	0.1	0.55	25.010858	7.4844e-10	1.3949e-08	1.6730e-14	5.8316e-13	VISIBLE
0.08	0.12	0.1	0.01	0.55	25.010858	7.4844e-10	1.3949e-08	1.5361e-13	6.3513e-14	VISIBLE
0.08	0.12	0.1	0.1	0.55	25.010858	7.4844e-10	1.3949e-08	1.5361e-13	5.8316e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.55	25.010858	7.4844e-10	2.0119e-07	1.6730e-14	7.8901e-14	VISIBLE
0.08	0.1732	0.01	0.1	0.55	25.010858	7.4844e-10	2.0119e-07	1.6730e-14	7.2445e-13	VISIBLE
0.08	0.1732	0.1	0.01	0.55	25.010858	7.4844e-10	2.0119e-07	1.5361e-13	7.8901e-14	VISIBLE
0.08	0.1732	0.1	0.1	0.55	25.010858	7.4844e-10	2.0119e-07	1.5361e-13	7.2445e-13	VISIBLE
0.12	0.05	0.01	0.01	0.55	25.010858	1.3949e-08	2.6640e-11	6.3513e-14	1.5277e-15	VISIBLE
0.12	0.05	0.01	0.1	0.55	25.010858	1.3949e-08	2.6640e-11	6.3513e-14	1.4027e-14	VISIBLE
0.12	0.05	0.1	0.01	0.55	25.010858	1.3949e-08	2.6640e-11	5.8316e-13	1.5277e-15	VISIBLE
0.12	0.05	0.1	0.1	0.55	25.010858	1.3949e-08	2.6640e-11	5.8316e-13	1.4027e-14	VISIBLE
0.12	0.08	0.01	0.01	0.55	25.010858	1.3949e-08	7.4844e-10	6.3513e-14	1.6730e-14	VISIBLE
0.12	0.08	0.01	0.1	0.55	25.010858	1.3949e-08	7.4844e-10	6.3513e-14	1.5361e-13	VISIBLE
0.12	0.08	0.1	0.01	0.55	25.010858	1.3949e-08	7.4844e-10	5.8316e-13	1.6730e-14	VISIBLE
0.12	0.08	0.1	0.1	0.55	25.010858	1.3949e-08	7.4844e-10	5.8316e-13	1.5361e-13	VISIBLE
0.12	0.12	0.01	0.01	0.55	25.010858	1.3949e-08	1.3949e-08	6.3513e-14	6.3513e-14	VISIBLE
0.12	0.12	0.01	0.1	0.55	25.010858	1.3949e-08	1.3949e-08	6.3513e-14	5.8316e-13	VISIBLE
0.12	0.12	0.1	0.01	0.55	25.010858	1.3949e-08	1.3949e-08	5.8316e-13	6.3513e-14	VISIBLE
0.12	0.12	0.1	0.1	0.55	25.010858	1.3949e-08	1.3949e-08	5.8316e-13	5.8316e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.55	25.010858	1.3949e-08	2.0119e-07	6.3513e-14	7.8901e-14	VISIBLE
0.12	0.1732	0.01	0.1	0.55	25.010858	1.3949e-08	2.0119e-07	6.3513e-14	7.2445e-13	VISIBLE
0.12	0.1732	0.1	0.01	0.55	25.010858	1.3949e-08	2.0119e-07	5.8316e-13	7.8901e-14	VISIBLE
0.12	0.1732	0.1	0.1	0.55	25.010858	1.3949e-08	2.0119e-07	5.8316e-13	7.2445e-13	VISIBLE
0.1732	0.05	0.01	0.01	0.55	25.010858	2.0119e-07	2.6640e-11	7.8901e-14	1.5277e-15	TESTED
0.1732	0.05	0.01	0.1	0.55	25.010858	2.0119e-07	2.6640e-11	7.8901e-14	1.4027e-14	VISIBLE
0.1732	0.05	0.1	0.01	0.55	25.010858	2.0119e-07	2.6640e-11	7.2445e-13	1.5277e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.55	25.010858	2.0119e-07	2.6640e-11	7.2445e-13	1.4027e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.55	25.010858	2.0119e-07	7.4844e-10	7.8901e-14	1.6730e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.55	25.010858	2.0119e-07	7.4844e-10	7.8901e-14	1.5361e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.55	25.010858	2.0119e-07	7.4844e-10	7.2445e-13	1.6730e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.55	25.010858	2.0119e-07	7.4844e-10	7.2445e-13	1.5361e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.55	25.010858	2.0119e-07	1.3949e-08	7.8901e-14	6.3513e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.55	25.010858	2.0119e-07	1.3949e-08	7.8901e-14	5.8316e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.55	25.010858	2.0119e-07	1.3949e-08	7.2445e-13	6.3513e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.55	25.010858	2.0119e-07	1.3949e-08	7.2445e-13	5.8316e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.55	25.010858	2.0119e-07	2.0119e-07	7.8901e-14	7.8901e-14	VISIBLE
0.1732	0.1732	0.01	0.1	0.55	25.010858	2.0119e-07	2.0119e-07	7.8901e-14	7.2445e-13	VISIBLE
0.1732	0.1732	0.1	0.01	0.55	25.010858	2.0119e-07	2.0119e-07	7.2445e-13	7.8901e-14	VISIBLE
0.1732	0.1732	0.1	0.1	0.55	25.010858	2.0119e-07	2.0119e-07	7.2445e-13	7.2445e-13	VISIBLE
0.02	0.02	0.01	0.01	0.55	25.010858	4.2573e-14	4.2573e-14	4.8122e-18	4.8122e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.55	25.010858	4.2573e-14	4.2573e-14	4.8122e-18	4.4185e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.55	25.010858	4.2573e-14	4.2573e-14	4.4185e-17	4.8122e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.55	25.010858	4.2573e-14	4.2573e-14	4.4185e-17	4.4185e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.55	25.010858	2.6640e-11	4.2573e-14	1.5277e-15	4.8122e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.55	25.010858	2.6640e-11	4.2573e-14	1.5277e-15	4.4185e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.55	25.010858	2.6640e-11	4.2573e-14	1.4027e-14	4.8122e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.55	25.010858	2.6640e-11	4.2573e-14	1.4027e-14	4.4185e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.55	25.010858	7.4844e-10	4.2573e-14	1.6730e-14	4.8122e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.55	25.010858	7.4844e-10	4.2573e-14	1.6730e-14	4.4185e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.55	25.010858	7.4844e-10	4.2573e-14	1.5361e-13	4.8122e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.55	25.010858	7.4844e-10	4.2573e-14	1.5361e-13	4.4185e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.55	25.010858	1.3949e-08	4.2573e-14	6.3513e-14	4.8122e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.55	25.010858	1.3949e-08	4.2573e-14	6.3513e-14	4.4185e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.55	25.010858	1.3949e-08	4.2573e-14	5.8316e-13	4.8122e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.55	25.010858	1.3949e-08	4.2573e-14	5.8316e-13	4.4185e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.55	25.010858	2.0119e-07	4.2573e-14	7.8901e-14	4.8122e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.55	25.010858	2.0119e-07	4.2573e-14	7.8901e-14	4.4185e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.55	25.010858	2.0119e-07	4.2573e-14	7.2445e-13	4.8122e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.55	25.010858	2.0119e-07	4.2573e-14	7.2445e-13	4.4185e-17	EXCLUDED
